id,sex,aim,age,height,weight,level,trainHands,trainLegs,trainBack,trainPress,trainChest,trainShoulders
480,m,weight loss,27,171,76,6,0,0,0,0,0,0
481,m,weight loss,27,181,84,7,0,0,0,0,0,0
482,m,weight loss,25,175,83,6,0,0,0,0,0,0
483,m,weight loss,33,170,70,4,0,0,0,0,0,0
484,m,weight loss,29,177,81,7,0,0,0,0,0,0
485,m,weight loss,24,174,90,2,0,0,0,0,0,0
486,m,weight loss,18,180,91,3,0,0,0,0,0,0
487,m,weight loss,29,169,70,7,0,0,0,0,0,0
488,m,weight loss,26,178,92,2,0,0,0,0,0,0
489,m,weight loss,27,179,87,5,0,0,0,0,0,0
490,m,weight loss,28,184,96,1,0,0,0,0,0,0
491,m,weight loss,26,178,87,4,0,0,0,0,0,0
492,m,weight loss,30,163,75,1,0,0,0,0,0,0
493,m,weight loss,48,177,89,1,0,0,0,0,0,0
494,m,weight loss,25,177,81,4,0,0,0,0,0,0
495,m,weight loss,20,180,89,5,0,0,0,0,0,0
496,m,weight loss,29,176,83,6,0,0,0,0,0,0
497,m,weight loss,28,174,83,5,0,0,0,0,0,0
498,m,weight loss,28,177,79,6,0,0,0,0,0,0
499,m,weight loss,37,169,85,3,0,0,0,0,0,0
500,m,weight loss,28,171,88,1,0,0,0,0,0,0
501,m,weight loss,30,182,88,7,0,0,0,0,0,0
502,m,weight loss,31,183,97,1,0,0,0,0,0,0
503,m,weight loss,25,165,75,7,0,0,0,0,0,0
504,m,weight loss,28,176,81,7,0,0,0,0,0,0
505,m,weight loss,41,175,82,7,0,0,0,0,0,0
506,m,weight loss,27,175,88,1,0,0,0,0,0,0
507,m,weight loss,29,177,80,5,0,0,0,0,0,0
508,m,weight loss,30,178,80,8,0,0,0,0,0,0
509,m,weight loss,19,170,92,3,0,0,0,0,0,0
510,m,weight loss,25,168,82,2,0,0,0,0,0,0
511,m,weight loss,29,181,92,1,0,0,0,0,0,0
512,m,weight loss,33,175,80,6,0,0,0,0,0,0
513,m,weight loss,29,171,87,2,0,0,0,0,0,0
514,m,weight loss,35,177,86,5,0,0,0,0,0,0
515,m,weight loss,28,180,90,6,0,0,0,0,0,0
516,m,weight loss,24,175,73,5,0,0,0,0,0,0
517,m,weight loss,22,175,82,7,0,0,0,0,0,0
518,m,weight loss,26,177,83,6,0,0,0,0,0,0
519,m,weight loss,28,180,90,7,0,0,0,0,0,0
520,m,weight loss,30,170,76,6,0,0,0,0,0,0
521,m,weight loss,33,163,70,6,0,0,0,0,0,0
522,m,weight loss,27,166,76,5,0,0,0,0,0,0
523,m,weight loss,34,174,82,5,0,0,0,0,0,0
524,m,weight loss,25,179,90,3,0,0,0,0,0,0
525,m,weight loss,29,174,81,7,0,0,0,0,0,0
526,m,weight loss,31,177,81,6,0,0,0,0,0,0
527,m,weight loss,27,176,85,7,0,0,0,0,0,0
528,m,weight loss,30,178,83,7,0,0,0,0,0,0
529,m,weight loss,32,175,84,6,0,0,0,0,0,0
530,m,weight loss,33,176,84,5,0,0,0,0,0,0
531,m,weight loss,26,177,83,6,0,0,0,0,0,0
532,m,weight loss,34,169,71,6,0,0,0,0,0,0
533,m,weight loss,32,182,92,6,0,0,0,0,0,0
534,m,weight loss,23,180,92,1,0,0,0,0,0,0
535,m,weight loss,33,182,96,1,0,0,0,0,0,0
536,m,weight loss,25,178,90,2,0,0,0,0,0,0
537,m,weight loss,36,172,84,1,0,0,0,0,0,0
538,m,weight loss,21,171,87,2,0,0,0,0,0,0
539,m,weight loss,21,172,85,1,0,0,0,0,0,0
540,m,weight loss,28,182,85,5,0,0,0,0,0,0
541,m,weight loss,20,168,78,6,0,0,0,0,0,0
542,m,weight loss,33,170,77,6,0,0,0,0,0,0
543,m,weight loss,38,171,83,2,0,0,0,0,0,0
544,m,weight loss,36,173,81,7,0,0,0,0,0,0
545,m,weight loss,27,183,94,1,0,0,0,0,0,0
546,m,weight loss,19,172,81,6,0,0,0,0,0,0
547,m,weight loss,21,173,82,5,0,0,0,0,0,0
548,m,weight loss,19,182,96,1,0,0,0,0,0,0
549,m,weight loss,30,173,83,4,0,0,0,0,0,0
550,m,weight loss,21,176,87,3,0,0,0,0,0,0
551,m,weight loss,24,172,79,6,0,0,0,0,0,0
552,m,weight loss,26,167,72,6,0,0,0,0,0,0
553,m,weight loss,32,186,92,4,0,0,0,0,0,0
554,m,weight loss,30,169,77,5,0,0,0,0,0,0
555,m,weight loss,23,177,88,1,0,0,0,0,0,0
556,m,weight loss,37,179,81,4,0,0,0,0,0,0
557,m,weight loss,27,173,83,5,0,0,0,0,0,0
558,m,weight loss,22,178,89,2,0,0,0,0,0,0
559,m,weight loss,30,172,83,3,0,0,0,0,0,0
560,m,weight loss,27,167,77,6,0,0,0,0,0,0
561,m,weight loss,28,179,88,5,0,0,0,0,0,0
562,m,weight loss,18,172,80,6,0,0,0,0,0,0
563,m,weight loss,23,172,86,1,0,0,0,0,0,0
564,m,weight loss,24,171,76,5,0,0,0,0,0,0
565,m,weight loss,32,177,88,2,0,0,0,0,0,0
566,m,weight loss,28,175,77,7,0,0,0,0,0,0
567,m,weight loss,25,176,85,6,0,0,0,0,0,0
568,m,weight loss,27,168,75,7,0,0,0,0,0,0
569,m,weight loss,20,172,83,3,0,0,0,0,0,0
570,m,weight loss,24,169,79,9,0,0,0,0,0,0
571,m,weight loss,30,167,76,5,0,0,0,0,0,0
572,m,weight loss,26,174,87,2,0,0,0,0,0,0
573,m,weight loss,32,177,88,3,0,0,0,0,0,0
574,m,weight loss,26,171,91,1,0,0,0,0,0,0
575,m,weight loss,32,171,76,7,0,0,0,0,0,0
576,m,weight loss,38,171,84,1,0,0,0,0,0,0
577,m,weight loss,24,178,83,7,0,0,0,0,0,0
578,m,weight loss,32,175,82,7,0,0,0,0,0,0
579,m,weight loss,27,169,81,1,0,0,0,0,0,0
580,m,weight loss,32,183,94,1,0,0,0,0,0,0
581,m,weight loss,24,178,88,8,0,0,0,0,0,0
582,m,weight loss,30,164,76,2,0,0,0,0,0,0
583,m,weight loss,23,176,84,8,0,0,0,0,0,0
584,m,weight loss,35,177,85,5,0,0,0,0,0,0
585,m,weight loss,22,168,82,2,0,0,0,0,0,0
586,m,weight loss,31,175,85,4,0,0,0,0,0,0
587,m,weight loss,35,167,81,2,0,0,0,0,0,0
588,m,weight loss,36,177,90,3,0,0,0,0,0,0
589,m,weight loss,21,168,72,6,0,0,0,0,0,0
590,m,weight loss,31,177,88,3,0,0,0,0,0,0
591,m,weight loss,27,175,89,2,0,0,0,0,0,0
592,m,weight loss,30,170,73,6,0,0,0,0,0,0
593,m,weight loss,29,181,92,2,0,0,0,0,0,0
594,m,weight loss,31,164,71,6,0,0,0,0,0,0
595,m,weight loss,26,176,87,2,0,0,0,0,0,0
596,m,weight loss,28,162,75,2,0,0,0,0,0,0
597,m,weight loss,30,170,78,6,0,0,0,0,0,0
598,m,weight loss,27,171,87,3,0,0,0,0,0,0
599,m,weight loss,34,172,85,3,0,0,0,0,0,0
600,m,weight loss,27,173,80,8,0,0,0,0,0,0
601,m,weight loss,28,173,81,6,0,0,0,0,0,0
602,m,weight loss,29,180,81,8,0,0,0,0,0,0
603,m,weight loss,30,170,74,4,0,0,0,0,0,0
604,m,weight loss,27,181,94,1,0,0,0,0,0,0
605,m,weight loss,30,174,79,5,0,0,0,0,0,0
606,m,weight loss,27,173,77,7,0,0,0,0,0,0
607,m,weight loss,31,169,74,7,0,0,0,0,0,0
608,m,weight loss,26,177,87,5,0,0,0,0,0,0
609,m,weight loss,40,180,97,3,0,0,0,0,0,0
610,m,weight loss,27,173,81,5,0,0,0,0,0,0
611,m,weight loss,24,168,80,1,0,0,0,0,0,0
612,m,weight loss,26,175,86,2,0,0,0,0,0,0
613,m,weight loss,18,168,72,4,0,0,0,0,0,0
614,m,weight loss,23,183,100,3,0,0,0,0,0,0
615,m,weight loss,28,167,79,2,0,0,0,0,0,0
616,m,weight loss,32,184,89,6,0,0,0,0,0,0
617,m,weight loss,27,170,82,1,0,0,0,0,0,0
618,m,weight loss,29,171,74,6,0,0,0,0,0,0
619,m,weight loss,19,177,80,7,0,0,0,0,0,0
620,m,weight loss,31,177,86,7,0,0,0,0,0,0
621,m,weight loss,26,165,70,5,0,0,0,0,0,0
622,m,weight loss,25,163,81,3,0,0,0,0,0,0
623,m,weight loss,31,164,78,1,0,0,0,0,0,0
624,m,weight loss,33,176,92,1,0,0,0,0,0,0
625,m,weight loss,23,179,100,2,0,0,0,0,0,0
626,m,weight loss,27,177,80,5,0,0,0,0,0,0
627,m,weight loss,28,181,93,2,0,0,0,0,0,0
628,m,weight loss,25,171,84,1,0,0,0,0,0,0
629,m,weight loss,30,167,74,4,0,0,0,0,0,0
630,m,weight loss,21,179,87,5,0,0,0,0,0,0
631,m,weight loss,28,187,98,1,0,0,0,0,0,0
632,m,weight loss,24,171,75,5,0,0,0,0,0,0
633,m,weight loss,28,172,84,2,0,0,0,0,0,0
634,m,weight loss,27,172,92,2,0,0,0,0,0,0
635,m,weight loss,29,177,92,1,0,0,0,0,0,0
636,m,weight loss,21,176,83,6,0,0,0,0,0,0
637,m,weight loss,20,168,78,6,0,0,0,0,0,0
638,m,weight loss,18,177,94,3,0,0,0,0,0,0
639,m,weight loss,32,181,89,5,0,0,0,0,0,0
640,m,weight loss,28,178,80,5,0,0,0,0,0,0
641,m,weight loss,25,179,84,5,0,0,0,0,0,0
642,m,weight loss,23,177,89,2,0,0,0,0,0,0
643,m,weight loss,27,178,96,2,0,0,0,0,0,0
644,m,weight loss,27,173,76,6,0,0,0,0,0,0
645,m,weight loss,26,174,87,2,0,0,0,0,0,0
646,m,weight loss,36,174,88,2,0,0,0,0,0,0
647,m,weight loss,23,168,71,7,0,0,0,0,0,0
648,m,weight loss,29,186,99,2,0,0,0,0,0,0
649,m,weight loss,34,182,88,6,0,0,0,0,0,0
650,m,weight loss,28,183,98,3,0,0,0,0,0,0
651,m,weight loss,35,175,92,2,0,0,0,0,0,0
652,m,weight loss,25,186,101,1,0,0,0,0,0,0
653,m,weight loss,23,170,85,3,0,0,0,0,0,0
654,m,weight loss,34,171,80,6,0,0,0,0,0,0
655,m,weight loss,18,173,86,1,0,0,0,0,0,0
656,m,weight loss,25,173,81,6,0,0,0,0,0,0
657,m,weight loss,26,177,90,3,0,0,0,0,0,0
658,m,weight loss,40,190,94,7,0,0,0,0,0,0
659,m,weight loss,29,170,83,3,0,0,0,0,0,0
660,m,weight loss,18,174,86,3,0,0,0,0,0,0
661,m,weight loss,26,176,84,7,0,0,0,0,0,0
662,m,weight loss,26,177,92,1,0,0,0,0,0,0
663,m,weight loss,29,165,75,6,0,0,0,0,0,0
664,m,weight loss,24,178,89,1,0,0,0,0,0,0
665,m,weight loss,21,175,86,1,0,0,0,0,0,0
666,m,weight loss,33,170,77,6,0,0,0,0,0,0
667,m,weight loss,28,181,93,3,0,0,0,0,0,0
668,m,weight loss,27,176,85,5,0,0,0,0,0,0
669,m,weight loss,29,179,87,6,0,0,0,0,0,0
670,m,weight loss,27,175,83,8,0,0,0,0,0,0
671,m,weight loss,32,178,85,6,0,0,0,0,0,0
672,m,weight loss,21,179,89,6,0,0,0,0,0,0
673,m,weight loss,23,179,88,6,0,0,0,0,0,0
674,m,weight loss,25,179,94,1,0,0,0,0,0,0
675,m,weight loss,29,173,87,2,0,0,0,0,0,0
676,m,weight loss,26,177,91,3,0,0,0,0,0,0
677,m,weight loss,22,183,89,7,0,0,0,0,0,0
678,m,weight loss,28,173,80,7,0,0,0,0,0,0
679,m,weight loss,29,175,87,3,0,0,0,0,0,0
680,m,weight loss,20,176,79,7,0,0,0,0,0,0
681,m,weight loss,26,181,93,3,0,0,0,0,0,0
682,m,weight loss,33,168,84,1,0,0,0,0,0,0
683,m,weight loss,24,174,79,6,0,0,0,0,0,0
684,m,weight loss,28,172,76,5,0,0,0,0,0,0
685,m,weight loss,24,173,82,6,0,0,0,0,0,0
686,m,weight loss,26,168,73,6,0,0,0,0,0,0
687,m,weight loss,30,177,83,6,0,0,0,0,0,0
688,m,weight loss,27,171,77,6,0,0,0,0,0,0
689,m,weight loss,26,178,90,3,0,0,0,0,0,0
690,m,weight loss,34,171,73,7,0,0,0,0,0,0
691,m,weight loss,27,175,85,7,0,0,0,0,0,0
692,m,weight loss,30,175,80,4,0,0,0,0,0,0
693,m,weight loss,29,179,88,6,0,0,0,0,0,0
694,m,weight loss,31,173,78,5,0,0,0,0,0,0
695,m,weight loss,31,172,85,2,0,0,0,0,0,0
696,m,weight loss,39,177,76,6,0,0,0,0,0,0
697,m,weight loss,21,173,86,1,0,0,0,0,0,0
698,m,weight loss,34,180,90,5,0,0,0,0,0,0
699,m,weight loss,26,169,73,7,0,0,0,0,0,0
700,m,weight loss,30,172,87,1,0,0,0,0,0,0
701,m,weight loss,22,171,72,6,0,0,0,0,0,0
702,m,weight loss,32,171,84,3,0,0,0,0,0,0
703,m,weight loss,28,175,84,7,0,0,0,0,0,0
704,m,weight loss,25,178,76,5,0,0,0,0,0,0
705,m,weight loss,29,173,86,3,0,0,0,0,0,0
706,m,weight loss,31,172,77,6,0,0,0,0,0,0
707,m,weight loss,33,175,73,7,0,0,0,0,0,0
708,m,weight loss,22,167,78,8,0,0,0,0,0,0
709,m,weight loss,33,172,83,1,0,0,0,0,0,0
710,m,weight loss,26,180,91,1,0,0,0,0,0,0
711,m,weight loss,34,182,92,6,0,0,0,0,0,0
712,m,weight loss,30,174,86,3,0,0,0,0,0,0
713,m,weight loss,23,181,90,4,0,0,0,0,0,0
714,m,weight loss,23,170,75,6,0,0,0,0,0,0
715,m,weight loss,30,173,79,6,0,0,0,0,0,0
716,m,weight loss,35,174,85,1,0,0,0,0,0,0
717,m,weight loss,21,169,77,7,0,0,0,0,0,0
718,m,weight loss,28,176,82,5,0,0,0,0,0,0
719,m,weight loss,29,187,86,6,0,0,0,0,0,0
720,m,weight loss,26,167,75,5,0,0,0,0,0,0
721,m,weight loss,29,169,81,3,0,0,0,0,0,0
722,m,weight loss,27,168,83,3,0,0,0,0,0,0
723,m,weight loss,31,169,73,8,0,0,0,0,0,0
724,m,weight loss,23,171,73,6,0,0,0,0,0,0
725,m,weight loss,22,171,71,5,0,0,0,0,0,0
726,m,weight loss,32,179,89,6,0,0,0,0,0,0
727,m,weight loss,30,175,89,1,0,0,0,0,0,0
728,m,weight loss,23,178,91,1,0,0,0,0,0,0
729,m,weight loss,25,172,83,2,0,0,0,0,0,0
730,m,weight loss,40,168,83,1,0,0,0,0,0,0
731,m,weight loss,29,182,92,7,0,0,0,0,0,0
732,m,weight loss,28,181,91,8,0,0,0,0,0,0
733,m,weight loss,27,172,80,6,0,0,0,0,0,0
734,m,weight loss,30,166,70,7,0,0,0,0,0,0
735,m,weight loss,27,178,83,6,0,0,0,0,0,0
736,m,weight loss,26,169,76,6,0,0,0,0,0,0
737,m,weight loss,34,174,86,1,0,0,0,0,0,0
738,m,weight loss,27,186,100,1,0,0,0,0,0,0
739,m,weight loss,27,172,90,3,0,0,0,0,0,0
740,m,weight loss,20,174,83,6,0,0,0,0,0,0
741,m,weight loss,22,181,82,7,0,0,0,0,0,0
742,m,weight loss,23,172,80,7,0,0,0,0,0,0
743,m,weight loss,26,173,83,6,0,0,0,0,0,0
744,m,weight loss,33,182,88,7,0,0,0,0,0,0
745,m,weight loss,31,174,82,6,0,0,0,0,0,0
746,m,weight loss,39,174,85,3,0,0,0,0,0,0
747,m,weight loss,22,175,82,8,0,0,0,0,0,0
748,m,weight loss,25,166,69,6,0,0,0,0,0,0
749,m,weight loss,27,168,79,7,0,0,0,0,0,0
750,m,weight loss,26,171,88,3,0,0,0,0,0,0
751,m,weight loss,23,171,68,6,0,0,0,0,0,0
752,m,weight loss,27,172,82,6,0,0,0,0,0,0
753,m,weight loss,30,176,93,2,0,0,0,0,0,0
754,m,weight loss,29,174,80,5,0,0,0,0,0,0
755,m,weight loss,18,174,93,2,0,0,0,0,0,0
756,m,weight loss,19,182,83,7,0,0,0,0,0,0
757,m,weight loss,28,173,87,2,0,0,0,0,0,0
758,m,weight loss,24,175,78,6,0,0,0,0,0,0
759,m,weight loss,18,174,80,7,0,0,0,0,0,0
760,m,weight loss,30,172,81,6,0,0,0,0,0,0
761,m,weight loss,29,176,92,3,0,0,0,0,0,0
762,m,weight loss,30,173,86,2,0,0,0,0,0,0
763,m,weight loss,29,177,85,7,0,0,0,0,0,0
764,m,weight loss,29,174,92,1,0,0,0,0,0,0
765,m,weight loss,22,179,91,3,0,0,0,0,0,0
766,m,weight loss,25,178,97,2,0,0,0,0,0,0
767,m,weight loss,28,177,85,8,0,0,0,0,0,0
768,m,weight loss,26,170,79,6,0,0,0,0,0,0
769,m,weight loss,33,169,74,6,0,0,0,0,0,0
770,m,weight loss,19,173,84,2,0,0,0,0,0,0
771,m,weight loss,33,176,87,1,0,0,0,0,0,0
772,m,weight loss,26,166,71,5,0,0,0,0,0,0
773,m,weight loss,25,170,82,2,0,0,0,0,0,0
774,m,weight loss,31,167,70,7,0,0,0,0,0,0
775,m,weight loss,23,176,81,5,0,0,0,0,0,0
776,m,weight loss,26,172,77,7,0,0,0,0,0,0
777,m,weight loss,26,173,84,1,0,0,0,0,0,0
778,m,weight loss,30,173,80,7,0,0,0,0,0,0
779,m,weight loss,31,175,81,8,0,0,0,0,0,0
780,m,weight loss,24,180,96,2,0,0,0,0,0,0
781,m,weight loss,27,177,81,5,0,0,0,0,0,0
782,m,weight loss,23,175,88,2,0,0,0,0,0,0
783,m,weight loss,18,171,86,2,0,0,0,0,0,0
784,m,weight loss,26,173,86,1,0,0,0,0,0,0
785,m,weight loss,25,178,82,5,0,0,0,0,0,0
786,m,weight loss,18,179,95,1,0,0,0,0,0,0
787,m,weight loss,31,166,71,6,0,0,0,0,0,0
788,m,weight loss,27,172,99,3,0,0,0,0,0,0
789,m,weight loss,28,174,84,6,0,0,0,0,0,0
790,m,weight loss,28,172,80,4,0,0,0,0,0,0
791,m,weight loss,28,177,87,7,0,0,0,0,0,0
792,m,weight loss,21,171,78,7,0,0,0,0,0,0
793,m,weight loss,29,177,86,6,0,0,0,0,0,0
794,m,weight loss,32,180,95,2,0,0,0,0,0,0
795,m,weight loss,24,173,83,7,0,0,0,0,0,0
796,m,weight loss,26,172,83,1,0,0,0,0,0,0
797,m,weight loss,26,173,85,3,0,0,0,0,0,0
798,m,weight loss,22,176,77,7,0,0,0,0,0,0
799,m,weight loss,24,173,78,6,0,0,0,0,0,0
800,m,weight loss,25,172,82,5,0,0,0,0,0,0
801,m,weight loss,29,168,77,8,0,0,0,0,0,0
802,m,weight loss,28,163,73,6,0,0,0,0,0,0
803,m,weight loss,23,176,85,6,0,0,0,0,0,0
804,m,weight loss,25,174,91,1,0,0,0,0,0,0
805,m,weight loss,29,170,77,6,0,0,0,0,0,0
806,m,weight loss,31,184,101,1,0,0,0,0,0,0
807,m,weight loss,18,177,94,1,0,0,0,0,0,0
808,m,weight loss,28,173,86,2,0,0,0,0,0,0
809,m,weight loss,23,175,94,3,0,0,0,0,0,0
810,m,weight loss,32,177,83,7,0,0,0,0,0,0
811,m,weight loss,27,178,88,5,0,0,0,0,0,0
812,m,weight loss,33,184,86,7,0,0,0,0,0,0
813,m,weight loss,26,167,74,5,0,0,0,0,0,0
814,m,weight loss,24,180,82,6,0,0,0,0,0,0
815,m,weight loss,19,176,85,5,0,0,0,0,0,0
816,m,weight loss,24,175,87,3,0,0,0,0,0,0
817,m,weight loss,22,183,90,7,0,0,0,0,0,0
818,m,weight loss,28,179,88,5,0,0,0,0,0,0
819,m,weight loss,32,174,84,7,0,0,0,0,0,0
820,m,weight loss,25,177,87,8,0,0,0,0,0,0
821,m,weight loss,33,168,71,4,0,0,0,0,0,0
822,m,weight loss,34,169,83,2,0,0,0,0,0,0
823,m,weight loss,27,178,99,1,0,0,0,0,0,0
824,m,weight loss,32,178,90,1,0,0,0,0,0,0
825,m,weight loss,24,164,71,6,0,0,0,0,0,0
826,m,weight loss,30,167,80,3,0,0,0,0,0,0
827,m,weight loss,28,176,92,3,0,0,0,0,0,0
828,m,weight loss,19,166,76,7,0,0,0,0,0,0
829,m,weight loss,29,175,86,3,0,0,0,0,0,0
830,m,weight loss,27,174,82,7,0,0,0,0,0,0
831,m,weight loss,28,174,88,3,0,0,0,0,0,0
832,m,weight loss,27,187,96,5,0,0,0,0,0,0
833,m,weight loss,24,176,88,1,0,0,0,0,0,0
834,m,weight loss,27,186,86,4,0,0,0,0,0,0
835,m,weight loss,18,179,88,6,0,0,0,0,0,0
836,m,weight loss,28,164,73,6,0,0,0,0,0,0
837,m,weight loss,32,168,73,5,0,0,0,0,0,0
838,m,weight loss,33,173,87,1,0,0,0,0,0,0
839,m,weight loss,28,179,93,2,0,0,0,0,0,0
840,m,weight loss,31,173,84,3,0,0,0,0,0,0
841,m,weight loss,29,170,82,2,0,0,0,0,0,0
842,m,weight loss,19,171,74,5,0,0,0,0,0,0
843,m,weight loss,24,173,88,3,0,0,0,0,0,0
844,m,weight loss,29,183,85,6,0,0,0,0,0,0
845,m,weight loss,23,166,78,2,0,0,0,0,0,0
846,m,weight loss,19,176,81,7,0,0,0,0,0,0
847,m,weight loss,32,180,88,6,0,0,0,0,0,0
848,m,weight loss,37,176,73,7,0,0,0,0,0,0
849,m,weight loss,36,177,79,5,0,0,0,0,0,0
850,m,weight loss,28,174,90,1,0,0,0,0,0,0
851,m,weight loss,33,172,81,5,0,0,0,0,0,0
852,m,weight loss,26,177,91,2,0,0,0,0,0,0
853,m,weight loss,26,171,77,7,0,0,0,0,0,0
854,m,weight loss,24,175,80,7,0,0,0,0,0,0
855,m,weight loss,23,174,81,6,0,0,0,0,0,0
856,m,weight loss,27,177,84,6,0,0,0,0,0,0
857,m,weight loss,25,172,84,2,0,0,0,0,0,0
858,m,weight loss,27,181,95,2,0,0,0,0,0,0
859,m,weight loss,32,177,80,6,0,0,0,0,0,0
860,m,weight loss,31,179,90,3,0,0,0,0,0,0
861,m,weight loss,34,171,85,1,0,0,0,0,0,0
862,m,weight loss,24,169,78,6,0,0,0,0,0,0
863,m,weight loss,25,174,78,5,0,0,0,0,0,0
864,m,weight loss,33,179,82,6,0,0,0,0,0,0
865,m,weight loss,23,174,76,5,0,0,0,0,0,0
866,m,weight loss,26,179,87,6,0,0,0,0,0,0
867,m,weight loss,36,182,85,7,0,0,0,0,0,0
868,m,weight loss,32,183,80,7,0,0,0,0,0,0
869,m,weight loss,26,174,94,3,0,0,0,0,0,0
870,m,weight loss,25,180,102,3,0,0,0,0,0,0
871,m,weight loss,26,185,91,5,0,0,0,0,0,0
872,m,weight loss,28,182,103,2,0,0,0,0,0,0
873,m,weight loss,19,165,81,3,0,0,0,0,0,0
874,m,weight loss,21,179,86,6,0,0,0,0,0,0
875,m,weight loss,29,180,90,6,0,0,0,0,0,0
876,m,weight loss,24,173,89,1,0,0,0,0,0,0
877,m,weight loss,34,167,73,7,0,0,0,0,0,0
878,m,weight loss,29,166,75,6,0,0,0,0,0,0
879,m,weight loss,33,183,92,5,0,0,0,0,0,0
880,m,weight loss,24,171,83,3,0,0,0,0,0,0
881,m,weight loss,31,167,65,5,0,0,0,0,0,0
882,m,weight loss,28,173,90,3,0,0,0,0,0,0
883,m,weight loss,23,178,89,1,0,0,0,0,0,0
884,m,weight loss,30,171,72,5,0,0,0,0,0,0
885,m,weight loss,25,181,90,6,0,0,0,0,0,0
886,m,weight loss,18,170,72,6,0,0,0,0,0,0
887,m,weight loss,22,170,74,7,0,0,0,0,0,0
888,m,weight loss,37,177,83,7,0,0,0,0,0,0
889,m,weight loss,41,167,75,5,0,0,0,0,0,0
890,m,weight loss,29,181,93,2,0,0,0,0,0,0
891,m,weight loss,23,175,92,1,0,0,0,0,0,0
892,m,weight loss,29,170,82,2,0,0,0,0,0,0
893,m,weight loss,28,177,78,4,0,0,0,0,0,0
894,m,weight loss,29,173,81,4,0,0,0,0,0,0
895,m,weight loss,23,179,95,3,0,0,0,0,0,0
896,m,weight loss,30,173,76,4,0,0,0,0,0,0
897,m,weight loss,30,170,79,7,0,0,0,0,0,0
898,m,weight loss,32,175,84,6,0,0,0,0,0,0
899,m,weight loss,32,179,100,3,0,0,0,0,0,0
900,m,weight loss,25,171,72,6,0,0,0,0,0,0
901,m,weight loss,24,188,104,3,0,0,0,0,0,0
902,m,weight loss,32,177,82,6,0,0,0,0,0,0
903,m,weight loss,25,178,93,1,0,0,0,0,0,0
904,m,weight loss,20,163,74,7,0,0,0,0,0,0
905,m,weight loss,24,179,91,2,0,0,0,0,0,0
906,m,weight loss,24,172,81,7,0,0,0,0,0,0
907,m,weight loss,27,174,85,2,0,0,0,0,0,0
908,m,weight loss,31,158,66,6,0,0,0,0,0,0
909,m,weight loss,39,178,82,8,0,0,0,0,0,0
910,m,weight loss,29,177,91,1,0,0,0,0,0,0
911,m,weight loss,31,179,85,7,0,0,0,0,0,0
912,m,weight loss,21,166,75,6,0,0,0,0,0,0
913,m,weight loss,38,175,82,4,0,0,0,0,0,0
914,m,weight loss,29,170,76,5,0,0,0,0,0,0
915,m,weight loss,28,164,78,1,0,0,0,0,0,0
916,m,weight loss,28,178,95,3,0,0,0,0,0,0
917,m,weight loss,37,173,76,4,0,0,0,0,0,0
918,m,weight loss,35,172,84,1,0,0,0,0,0,0
919,m,weight loss,33,174,80,6,0,0,0,0,0,0
920,m,weight loss,34,164,74,5,0,0,0,0,0,0
921,m,weight loss,30,173,78,5,0,0,0,0,0,0
922,m,weight loss,24,169,72,7,0,0,0,0,0,0
923,m,weight loss,42,178,89,1,0,0,0,0,0,0
924,m,weight loss,26,184,96,2,0,0,0,0,0,0
925,m,weight loss,26,172,72,7,0,0,0,0,0,0
926,m,weight loss,25,178,84,5,0,0,0,0,0,0
927,m,weight loss,30,176,91,3,0,0,0,0,0,0
928,m,weight loss,21,173,74,5,0,0,0,0,0,0
929,m,weight loss,25,167,81,2,0,0,0,0,0,0
930,m,weight loss,28,169,78,6,0,0,0,0,0,0
931,m,weight loss,27,171,88,3,0,0,0,0,0,0
932,m,weight loss,18,177,91,3,0,0,0,0,0,0
933,m,weight loss,22,169,83,1,0,0,0,0,0,0
934,m,weight loss,31,167,84,3,0,0,0,0,0,0
935,m,weight loss,35,171,75,6,0,0,0,0,0,0
936,m,weight loss,23,177,88,2,0,0,0,0,0,0
937,m,weight loss,31,179,101,1,0,0,0,0,0,0
938,m,weight loss,23,170,81,3,0,0,0,0,0,0
939,m,weight loss,25,173,80,6,0,0,0,0,0,0
940,m,weight loss,35,182,92,7,0,0,0,0,0,0
941,m,weight loss,25,176,83,6,0,0,0,0,0,0
942,m,weight loss,36,173,82,7,0,0,0,0,0,0
943,m,weight loss,27,165,72,5,0,0,0,0,0,0
944,m,weight loss,24,184,91,7,0,0,0,0,0,0
945,m,weight loss,28,178,92,1,0,0,0,0,0,0
946,m,weight loss,33,178,80,6,0,0,0,0,0,0
947,m,weight loss,36,175,84,5,0,0,0,0,0,0
948,m,weight loss,31,168,69,7,0,0,0,0,0,0
949,m,weight loss,28,172,77,6,0,0,0,0,0,0
950,m,weight loss,28,177,88,2,0,0,0,0,0,0
951,m,weight loss,39,176,85,5,0,0,0,0,0,0
952,m,weight loss,28,181,82,5,0,0,0,0,0,0
953,m,weight loss,24,168,78,8,0,0,0,0,0,0
954,m,weight loss,36,177,99,2,0,0,0,0,0,0
955,m,weight loss,31,177,90,3,0,0,0,0,0,0
956,m,weight loss,26,172,73,5,0,0,0,0,0,0
957,m,weight loss,29,166,73,6,0,0,0,0,0,0
958,m,weight loss,26,172,79,6,0,0,0,0,0,0
959,m,weight loss,28,175,77,6,0,0,0,0,0,0
960,m,weight loss,26,170,77,7,0,0,0,0,0,0
